Generation,Population,Nwt.0,Nmut.0,Nwt.1,Nmut.1,xmut.0,xmut.1,logfc_mut,logfc_wt,logit_percycle,logit_pergen,W,log_percycle,#Rep
3000,Ara + 6,245750.0,204000.0,12850000.0,26350000.0,0.4504266160556763,0.6791255674740153,4.840620960035418,3.8786050806632577,0.9620158793721598,0.25720521905796406,1.2572052190579641,0.4080121634633226,4.0
3500,Ara + 6,310750.0,204500.0,11600000.0,21400000.0,0.3967503845294339,0.6491294199861681,4.650894038254266,3.6098792225284795,1.0410148157257857,0.2896070356729856,1.2896070356729856,0.493147697214111,4.0
4000,Ara + 6,258750.0,182000.0,8750000.0,21150000.0,0.41458708642437614,0.7064791775103338,4.740160814658912,3.503455470938568,1.2367053437203435,0.35805879728386186,1.3580587972838618,0.5337327090762435,4.0
0,Ara - 1,305500.0,319500.0,29700000.0,30800000.0,0.5095721891203374,0.5075932594074617,4.575459244847924,4.583404263857206,-0.007945019009282017,-0.0008871965849385596,0.9991128034150614,-0.0038257238196444665,4.0
500,Ara - 1,250000.0,247000.0,20200000.0,25900000.0,0.5014207811832725,0.5635572139303483,4.6481390822575595,4.398049370238768,0.2500897120187906,0.06101276499431834,1.0610127649943184,0.1193220484857348,2.0
1000,Ara - 1,269000.0,256000.0,24900000.0,31700000.0,0.4863584773878121,0.5741802849360989,4.81863069237977,4.459575571591898,0.35905512078787094,0.08796350399249733,1.0879635039924973,0.16072786785976811,2.0
1500,Ara - 1,296000.0,252000.0,19700000.0,28300000.0,0.45521671182989953,0.5836476010894616,4.746649778735765,4.21992744243471,0.5267223363010554,0.1309669245696415,1.1309669245696417,0.2399759533536937,2.0
2000,Ara - 1,284000.0,171000.0,21000000.0,38000000.0,0.37564102564102564,0.6440677966101694,5.267226779478006,4.17153420091323,1.0956925785647753,0.2626593780113098,1.2626593780113098,0.5357628681656221,2.0
2500,Ara - 1,306000.0,207000.0,12000000.0,30800000.0,0.3990814772510946,0.719626168224299,4.774588337946138,3.512128942369437,1.2624593955767014,0.35945701774975003,1.35945701774975,0.5367834138339407,2.0
3000,Ara - 1,312000.0,215000.0,16800000.0,28800000.0,0.40577622581114503,0.631578947368421,4.7547019199590554,3.9239991964748615,0.8307027234841939,0.211697985114385,1.211697985114385,0.39006702799704257,2.0
3500,Ara - 1,273000.0,157000.0,19400000.0,37000000.0,0.3624866093876391,0.6560283687943262,5.303737434017376,4.2031474220708995,1.1005900119464762,0.2618490148994615,1.2618490148994614,0.5247203182263022,2.0
4000,Ara - 1,310000.0,204000.0,14000000.0,31600000.0,0.3967266230620155,0.6965277106103105,5.048621527157766,3.785496249236405,1.263125277921361,0.3440792574734938,1.3440792574734939,0.5659616838598678,2.0
4500,Ara - 1,250000.0,142000.0,15000000.0,28300000.0,0.3583837379512249,0.6590889464594127,5.335621390135734,4.085069422732244,1.2505519674034904,0.31495131614346034,1.3149513161434605,0.6072905226672081,2.0
5000,Ara - 1,320000.0,184000.0,16500000.0,32600000.0,0.36138188305895713,0.6658638621287376,5.203585345429756,3.9407260666960413,1.2628592787337154,0.32286541984967093,1.322865419849671,0.6120367099363124,2.0
6000,Ara - 1,303000.0,192000.0,14400000.0,36400000.0,0.3925147182506308,0.717369360975231,5.2501478062648435,3.8785954196446104,1.3715523866202335,0.3607897356794355,1.3607897356794356,0.605027436672831,2.0
7000,Ara - 1,301000.0,180000.0,16500000.0,31500000.0,0.36929390997352163,0.6562700741332315,5.192772252220932,4.007879485919806,1.184892766301126,0.29500461686548135,1.2950046168654814,0.579295456749834,2.0
8000,Ara - 1,269000.0,164000.0,9300000.0,30900000.0,0.3759590235396687,0.7689511426515472,5.257167395013882,3.546902352945053,1.7102650420688283,0.48284989303233217,1.4828498930323322,0.7168237138860956,2.0
9000,Ara - 1,366000.0,204000.0,10200000.0,26000000.0,0.35591689250225833,0.7268608201727025,4.838028274706157,3.259427593874334,1.5786006808318231,0.4937763598103365,1.4937763598103366,0.713860048692415,2.0
10000,Ara - 1,279000.0,193000.0,12500000.0,31600000.0,0.4120766918146236,0.7159933283914011,5.115319767642777,3.8335408350685567,1.281778932574221,0.3351990156294581,1.335199015629458,0.5527871047996797,2.0
11000,Ara - 1,326000.0,203000.0,12500000.0,28600000.0,0.3825089605734767,0.6990004759638268,4.95439162005542,3.6228662033913848,1.3315254166640342,0.37125591492507604,1.371255914925076,0.6026072967096383,2.0
12000,Ara - 1,324000.0,184000.0,12300000.0,31700000.0,0.3621900730334465,0.7198247354497355,5.147173454031551,3.631165793131974,1.516007660899577,0.4189090403850389,1.418909040385039,0.68568151735598,2.0
13000,Ara - 1,295000.0,183000.0,11200000.0,31600000.0,0.3815491362220334,0.737383689107827,5.157953339563194,3.640138115685474,1.5178152238777198,0.4176209756164065,1.4176209756164064,0.6590925220360822,2.0
14000,Ara - 1,290000.0,174000.0,14300000.0,30400000.0,0.3751396024123297,0.6794987922705313,5.160066654916939,3.8981009923425596,1.2619656625743791,0.32373633326823226,1.3237363332682324,0.5940251646396495,2.0
15000,Ara - 1,291000.0,166000.0,11100000.0,31900000.0,0.35891741980528297,0.7376137955182073,5.269514105134261,3.6416918447625415,1.6278222603717192,0.4475853078925333,1.4475853078925334,0.7247310193267036,2.0
16000,Ara - 1,271000.0,164000.0,12100000.0,28700000.0,0.3795331790123457,0.7046897546897547,5.166156519181361,3.7951275594164287,1.3710289597649323,0.3708110583708197,1.3708110583708197,0.6185774601714327,2.0
17000,Ara - 1,291000.0,132000.0,12300000.0,26800000.0,0.3082991941655787,0.6864973262032086,5.339844745619801,3.736687009556847,1.6031577360629536,0.43185996916102776,1.4318599691610276,0.8108503355910917,2.0
18000,Ara - 1,342000.0,192000.0,9000000.0,31700000.0,0.36115162930338607,0.7783094098883572,5.106494727565542,3.275540167521702,1.83095456004384,0.5588855992252727,1.5588855992252726,0.7685086715016387,2.0
19000,Ara - 1,292000.0,164000.0,10100000.0,28000000.0,0.3631336941970782,0.7351657458563536,5.139248515583197,3.5526132376211104,1.5866352779620867,0.44774973505304694,1.4477497350530468,0.7107569755532127,2.0
20000,Ara - 1,281000.0,171000.0,10200000.0,29800000.0,0.3788312579664673,0.7418991265145112,5.143923429501884,3.5905364651934413,1.5533869643084421,0.4327449455233926,1.4327449455233925,0.6723364646336678,2.0
22000,Ara - 1,316000.0,163000.0,11600000.0,37800000.0,0.3395291201982652,0.7668955607906036,5.448909849901062,3.591234030318022,1.8576758195830394,0.5220800002747932,1.5220800002747932,0.814825701551039,2.0
24000,Ara - 1,297000.0,193000.0,8200000.0,31400000.0,0.39339163742987404,0.7959470869687588,5.101674358763324,3.2730003329216615,1.8286740258416618,0.5837119371727623,1.5837119371727622,0.702437574313915,2.0
26000,Ara - 1,319000.0,168000.0,11300000.0,32300000.0,0.343932403620985,0.7440232240437159,5.276262741715794,3.5584986122303013,1.7177641294854917,0.49285793895457053,1.4928579389545706,0.7711076164706938,2.0
28000,Ara - 1,352000.0,177000.0,8000000.0,27900000.0,0.340013179966451,0.779760771622565,5.062376682465079,3.1298592028166117,1.932517479648467,0.6435360893401412,1.6435360893401412,0.8325390528016459,2.0
30000,Ara - 1,329000.0,167000.0,10500000.0,23700000.0,0.33657707754093297,0.6932098765432099,4.95820845474519,3.461626885646166,1.4965815690990236,0.4321131448316401,1.4321131448316402,0.7261822922421434,2.0
32000,Ara - 1,340000.0,94000.0,6900000.0,17000000.0,0.2181154314265582,0.7151645106861642,5.19762334551519,2.9759296462578115,2.2216936992573784,0.7779402414006069,1.777940241400607,1.188281861462643,2.0
34000,Ara - 1,316000.0,122000.0,7700000.0,24100000.0,0.27829804984878503,0.763884430176565,5.286643684549541,3.1375362383340284,2.149107446215513,0.7004738710393597,1.7004738710393597,1.0086654119046456,2.0
36000,Ara - 1,290000.0,97000.0,6600000.0,26700000.0,0.24223719676549865,0.8007947976878613,5.72456722989372,3.121008680364536,2.6035585495291835,0.8428594817008412,1.8428594817008412,1.2658504633375887,2.0
38000,Ara - 1,346000.0,122000.0,6900000.0,22900000.0,0.2585473626070146,0.7720208438085661,5.2479465816472715,2.963200336021522,2.2847462456257492,0.7811053550842038,1.7811053550842038,1.0974586832841517,2.0
40000,Ara - 1,326000.0,115000.0,7400000.0,24800000.0,0.2665343915343915,0.7703875968992249,5.371619103643974,3.138691734470691,2.232927369173284,0.7235620802348772,1.7235620802348772,1.0729720834865615,2.0
42000,Ara - 1,321000.0,68000.0,8200000.0,16500000.0,0.17892316017316018,0.6451321681352016,5.4015149059804255,3.2528496895145445,2.148665216465881,0.6616392011610277,1.6616392011610277,1.2872646522511593,2.0
44000,Ara - 1,316000.0,108000.0,9600000.0,19300000.0,0.24975686984055184,0.6747899159663866,5.218727352431907,3.3722151114394188,1.846512240992488,0.5535211721896325,1.5535211721896327,1.0045058898678372,2.0
46000,Ara - 1,295000.0,99000.0,7200000.0,19800000.0,0.24282708744247206,0.7334652812139205,5.372725671072553,3.195393782906608,2.177331888165945,0.6811035063110089,1.681103506311009,1.1362688962782885,2.0
48000,Ara - 1,268000.0,54000.0,7000000.0,17600000.0,0.16956521739130434,0.7131509267431597,5.860611254083722,3.3598302551384314,2.5007809989452903,0.7650154661167219,1.7650154661167219,1.4365882018369769,2.0
50000,Ara - 1,329000.0,83000.0,6300000.0,12000000.0,0.2002064726783828,0.5929144385026738,4.751182371840963,2.9538619094932375,1.7973204623477264,0.594220370905289,1.5942203709052891,1.0572507410224172,2.0
0,Ara - 2,286000.0,295500.0,30100000.0,27900000.0,0.5056463705318226,0.4801073544986265,4.549624616442553,4.651892842490644,-0.1022682260480916,-0.02094077140213652,0.9790592285978634,-0.0497152462329605,4.0
500,Ara - 2,283000.0,217000.0,19200000.0,21700000.0,0.4317171717171717,0.5431362116144725,4.606559558191567,4.1561515402056886,0.45040801798587826,0.11427007846101515,1.1142700784610153,0.2262023741504427,2.0
1000,Ara - 2,293000.0,229000.0,16700000.0,27800000.0,0.43307593307593306,0.6274056254626202,4.847551683583202,4.055715519448875,0.7918361641343268,0.19466789289382946,1.1946678928938295,0.3712666119069989,2.0
1500,Ara - 2,284000.0,177000.0,16600000.0,29200000.0,0.37884539343614076,0.6387551086977378,5.144137878737502,4.077922567884103,1.066215310853399,0.26233514215206866,1.2623351421520685,0.5240002178093669,2.0
2000,Ara - 2,254000.0,203000.0,14300000.0,28300000.0,0.4472700074794316,0.6685909090909091,4.935465481783634,4.019553727071025,0.9159117547126088,0.22801040845122708,1.228010408451227,0.40220770775950754,2.0
2500,Ara - 2,266000.0,190000.0,10500000.0,19700000.0,0.42795698924731185,0.6487477638640429,4.626200180551773,3.715985956359379,0.9102142241923945,0.2518830877963273,1.2518830877963274,0.4255998472849519,2.0
3000,Ara - 2,226000.0,176000.0,10800000.0,27100000.0,0.4371657754010695,0.7165665862281834,5.041332226325306,3.857592658308128,1.1837395680171774,0.30649046343260766,1.3064904634326076,0.4987716709629099,2.0
3500,Ara - 2,324000.0,163000.0,11200000.0,25400000.0,0.33569596443228455,0.6940719725250112,5.053006540978528,3.5507606929336437,1.502245848044884,0.42339555400289697,1.423395554002897,0.7266299740301911,2.0
4000,Ara - 2,284000.0,154000.0,11100000.0,24000000.0,0.34827731092436975,0.6807462686567165,5.052648575197405,3.662825130028534,1.389823445168871,0.3798112325859281,1.379811232585928,0.6758023082414031,2.0
4500,Ara - 2,278000.0,147000.0,12500000.0,23000000.0,0.3447339246119734,0.6465400271370421,5.050193041038428,3.800528875551149,1.2496641654872789,0.3299562980714434,1.3299562980714432,0.6332128625593689,2.0
5000,Ara - 2,302000.0,155000.0,11900000.0,24100000.0,0.3386665365091761,0.6669143300167981,5.030930513567494,3.6668975162161788,1.364032997351316,0.3719153500121596,1.3719153500121597,0.677541947260986,2.0
6000,Ara - 2,287000.0,165000.0,11300000.0,21500000.0,0.3697123519458545,0.6547271239920534,4.845838301428225,3.6692690975372955,1.176569203890929,0.32041315928453173,1.3204131592845316,0.5763431378452587,2.0
7000,Ara - 2,226000.0,152000.0,9600000.0,25000000.0,0.4078527467517666,0.7338477044451395,5.095844620242071,3.6849321326436533,1.410912487598418,0.3860129013340754,1.3860129013340754,0.5899992924789741,2.0
8000,Ara - 2,290000.0,154000.0,11700000.0,20800000.0,0.34525181040158,0.6439278937381404,4.9142907213306435,3.6606982891872395,1.253592432143404,0.35554659292697394,1.3555465929269739,0.6152804610555478,2.0
9000,Ara - 2,306000.0,135000.0,8200000.0,18700000.0,0.30312855278116974,0.6997698956111797,4.952203757901241,3.265409466210645,1.686794291690596,0.5204893769271772,1.5204893769271772,0.8372727832094171,2.0
10000,Ara - 2,313000.0,126000.0,8500000.0,18300000.0,0.29642857142857143,0.6829015236853027,4.948323010359706,3.306584514635123,1.6417384957245829,0.496917996807449,1.496917996807449,0.8469631982775222,2.0
11000,Ara - 2,268000.0,135000.0,8000000.0,20000000.0,0.33432706580900545,0.7125109091842496,4.996783992821587,3.397576151683648,1.59920784113794,0.4711019437299841,1.471101943729984,0.7566076817240042,2.0
12000,Ara - 2,354000.0,196000.0,9200000.0,24600000.0,0.35598362105320436,0.7284028434359351,4.8460418652512205,3.251751513649591,1.5942903516016296,0.4911610521745277,1.4911610521745278,0.7136245581455494,2.0
13000,Ara - 2,262000.0,139000.0,8400000.0,24400000.0,0.3490750488795308,0.7438502474786945,5.167352578373354,3.4758509161077216,1.6915016622656325,0.48906829203989116,1.4890682920398912,0.7597715416288646,2.0
14000,Ara - 2,297000.0,178000.0,7900000.0,23100000.0,0.36854962979667005,0.74274230496897,4.902466201358527,3.238910890073086,1.6635553112854404,0.5239690494241928,1.5239690494241929,0.6952423951551105,2.0
15000,Ara - 2,290000.0,116000.0,8400000.0,21400000.0,0.2875346124629371,0.7183783783783784,5.21705790179915,3.3635615170374153,1.853496384761734,0.5512384304624975,1.5512384304624978,0.9162928940316423,2.0
16000,Ara - 2,267000.0,119000.0,7800000.0,19800000.0,0.3066782355575459,0.7210833377937163,5.13561189314999,3.365851667600889,1.7697602255491014,0.526507888802423,1.5265078888024233,0.8546020449719496,2.0
17000,Ara - 2,307000.0,149000.0,8100000.0,22100000.0,0.32403143855192124,0.7327010888654725,5.024524211008831,3.27532282346264,1.7492013875461918,0.5402235131722763,1.5402235131722763,0.8163371822122069,2.0
18000,Ara - 2,343000.0,160000.0,6500000.0,25300000.0,0.3176996502239221,0.7949905033238367,5.0795197517712225,2.948217603508119,2.131302148263104,0.738492609908588,1.738492609908588,0.9164275483383111,2.0
19000,Ara - 2,283000.0,123000.0,6900000.0,25100000.0,0.3024718337218337,0.7846177944862156,5.321492563916632,3.191203619720352,2.1302889441962796,0.6674256993184442,1.6674256993184442,0.9553026830017001,2.0
20000,Ara - 2,304000.0,164000.0,6500000.0,28000000.0,0.3448592353943844,0.8060431554846319,5.150508161207957,3.067982485551539,2.0825256756564174,0.6798228882045287,1.6798228882045287,0.8534827317071861,2.0
22000,Ara - 2,249000.0,136000.0,6800000.0,26200000.0,0.35334358808290156,0.7938712522045855,5.265924229068545,3.309042781912189,1.9568814471563554,0.5925981793724455,1.5925981793724455,0.8150666662289654,2.0
24000,Ara - 2,303000.0,108000.0,7200000.0,18500000.0,0.27227935900502276,0.7144522144522144,5.162017217600807,3.193183223903886,1.968833993696921,0.6229830586824722,1.622983058682472,1.0277709044608199,2.0
26000,Ara - 2,296000.0,130000.0,6400000.0,19900000.0,0.28412236987818384,0.7479031871555235,5.159501498248897,3.0764635247636396,2.0830379734852573,0.6754802957828356,1.6754802957828356,1.031450673567522,2.0
28000,Ara - 2,251000.0,77000.0,7000000.0,13100000.0,0.2351824274013403,0.6574036511156187,5.131698064520963,3.295350564109013,1.8363475004119496,0.5614793230472224,1.5614793230472226,1.027603889773145,2.0
30000,Ara - 2,306000.0,10000.0,9000000.0,5700000.0,0.03165698256862352,0.3827183734939759,6.318927530977856,3.3793598499108244,2.9395676810670306,0.8693246758070561,1.8693246758070559,2.487310240363484,2.0
0,Ara - 3,269500.0,245500.0,27850000.0,26050000.0,0.4809528171495242,0.48421877020399473,4.647138010799736,4.634664801096356,0.012473209703379728,0.007610073062035455,1.0076100730620354,0.002171177550119696,4.0
500,Ara - 3,224000.0,136000.0,19800000.0,22800000.0,0.3894855850763143,0.535017652250662,5.161541665275823,4.5696167212907755,0.5919249439850471,0.13374299377039758,1.1337429937703976,0.3209988299165434,2.0
1000,Ara - 3,188000.0,164000.0,13600000.0,19900000.0,0.4914694551458448,0.6012579988365329,4.819044192186741,4.3687169915362425,0.4503272006504986,0.1043944934380523,1.1043944934380523,0.2093267771365255,2.0
1500,Ara - 3,266000.0,176000.0,11400000.0,18300000.0,0.4037472943722944,0.6208893006021305,4.675216847276451,3.789119572818917,0.8860972744575337,0.23356752160305033,1.2335675216030504,0.43001044080872,2.0
2000,Ara - 3,198000.0,142000.0,10200000.0,21700000.0,0.4635854341736695,0.6834188709040663,5.043720714813615,4.110864489261201,0.932856225552414,0.23556772486730426,1.2355677248673045,0.41729990080553536,2.0
2500,Ara - 3,224000.0,169000.0,10700000.0,21600000.0,0.43511266094420603,0.6670862303204668,4.83512348343147,3.8780318754376317,0.9570916079938383,0.24741376092512557,1.2474137609251255,0.4292241501306423,2.0
3000,Ara - 3,242000.0,132000.0,14800000.0,21900000.0,0.3516666666666667,0.5956867671691792,5.113295146246453,4.112836171328645,1.0004589749178079,0.2426399392723379,1.2426399392723377,0.5281768910757692,2.0
3500,Ara - 3,238000.0,105000.0,10600000.0,21200000.0,0.30657867812563944,0.675242972940275,5.307090705420588,3.7443186323553634,1.562772073065225,0.4241614280406699,1.4241614280406698,0.7857282241346263,2.0
4000,Ara - 3,246000.0,143000.0,13900000.0,23000000.0,0.381175805539853,0.6199716880972042,5.076474206083856,4.090062946891857,0.9864112591919991,0.2421893737480676,1.2421893737480674,0.49255187708850434,2.0
4500,Ara - 3,208000.0,151000.0,9100000.0,26800000.0,0.4554637281910009,0.7463354273748335,5.177378428317581,3.9120230054281464,1.2653554228894353,0.3527711118778664,1.3527711118778663,0.5186070277157029,2.0
5000,Ara - 3,251000.0,148000.0,11500000.0,19900000.0,0.3716004184100419,0.6316550572324738,4.912763005533208,3.845389741907018,1.0673732636261901,0.28105738768968896,1.281057387689689,0.5291983035300398,2.0
6000,Ara - 3,211000.0,143000.0,9800000.0,26500000.0,0.41557112629643767,0.7317847593582888,5.239000972510809,3.871099293297599,1.3679016792132095,0.35269509491552187,1.3526950949155219,0.5676030325463448,2.0
7000,Ara - 3,206000.0,136000.0,8600000.0,22200000.0,0.39124441132637855,0.7207321187584346,5.155777038315248,3.7645613885739757,1.391215649741273,0.36990834196000144,1.3699083419600013,0.6125628838220596,2.0
8000,Ara - 3,194000.0,108000.0,8200000.0,21400000.0,0.3748090874379534,0.722972972972973,5.297313569239741,3.8169395707021634,1.4803739985375768,0.39548781460486226,1.3954878146048624,0.6699258025813075,2.0
9000,Ara - 3,206000.0,154000.0,7600000.0,21900000.0,0.44050913115661317,0.7253927222111751,4.896737380847019,3.6607943183804093,1.2359430624666097,0.35096859963341437,1.3509685996334144,0.5032501135372219,2.0
10000,Ara - 3,270000.0,150000.0,5600000.0,17000000.0,0.3580044980576569,0.7509687419271506,4.6813047918518675,2.992272052131704,1.6890327397201634,0.5648191148289348,1.5648191148289348,0.7423827051786858,2.0
11000,Ara - 3,278000.0,164000.0,12400000.0,25900000.0,0.374180660465697,0.6767304860088366,5.063091587755691,3.803316567125534,1.259775020630157,0.3390019737570554,1.3390019737570555,0.5931903573909107,2.0
12000,Ara - 3,268000.0,136000.0,8800000.0,28200000.0,0.3378732849071832,0.7622428705002338,5.345253549065386,3.5054923207855833,1.8397612282798026,0.5249110091357583,1.5249110091357583,0.8136400396306351,2.0
13000,Ara - 3,198000.0,131000.0,9100000.0,27200000.0,0.42872807017543857,0.7522435897435897,5.335560710703282,3.9104311543541836,1.425129556349099,0.36995157869506445,1.3699515786950645,0.5968217531051171,2.0
14000,Ara - 3,286000.0,150000.0,9400000.0,27400000.0,0.3462178151118971,0.7455351862803075,5.240801234932143,3.4955432835630544,1.7452579513690887,0.49972623004633093,1.4997262300463308,0.8054592063025381,2.0
15000,Ara - 3,264000.0,167000.0,9300000.0,34700000.0,0.3878101165950732,0.7891012909632572,5.34426715909094,3.566500940246563,1.7777662188443766,0.5022452641583668,1.5022452641583668,0.7102694423635156,2.0
16000,Ara - 3,280000.0,139000.0,8600000.0,30900000.0,0.329317421708726,0.7850080033045903,5.463858060541205,3.446471357824991,2.0173867027162142,0.5841125888640932,1.5841125888640932,0.8680740993978036,2.0
17000,Ara - 3,244000.0,142000.0,9300000.0,27400000.0,0.36605985306828004,0.7410469606377679,5.240704948931365,3.634397568002785,1.606307380928579,0.4419767218943124,1.4419767218943125,0.7067030424219147,2.0
18000,Ara - 3,194000.0,153000.0,5100000.0,21200000.0,0.45602971060192,0.829030350808041,4.89604236121117,3.059408516890258,1.8366338443209118,0.6216004561290231,1.6216004561290231,0.6051896436395781,2.0
19000,Ara - 3,255000.0,155000.0,9500000.0,26700000.0,0.37667914556265136,0.7368065783014237,5.163085927844721,3.6291191263364744,1.533966801508246,0.42334809976012877,1.4233480997601289,0.6710682268404207,2.0
20000,Ara - 3,237000.0,103000.0,8300000.0,29800000.0,0.29465326340326337,0.7823315118397085,5.728319622376196,3.5693251201114133,2.1589945022647825,0.6036460398162503,1.6036460398162504,0.9844428457639708,2.0
22000,Ara - 3,222000.0,144000.0,7500000.0,21800000.0,0.38845573440643866,0.7426477563798501,5.049110653400636,3.533830685190008,1.515279968210628,0.4288116817423918,1.428811681742392,0.6495895847331277,2.0
24000,Ara - 3,217000.0,120000.0,9300000.0,29900000.0,0.3487874208405296,0.7674654377880183,5.558703848689253,3.71624089385857,1.8424629548306828,0.5014178898166199,1.50141788981662,0.7974437432096175,2.0
26000,Ara - 3,248000.0,144000.0,9700000.0,25900000.0,0.36923964716550794,0.7389920852850913,5.213110113297759,3.598202001032506,1.6149081122652527,0.4907704492907359,1.4907704492907359,0.6888334044857913,2.0
28000,Ara - 3,273000.0,135000.0,9900000.0,25600000.0,0.3247076023391813,0.7117682966009125,5.257769216547473,3.572866444596713,1.6849027719507599,0.4770214468417837,1.4770214468417837,0.7908508895992298,2.0
30000,Ara - 3,244000.0,167000.0,8100000.0,27700000.0,0.40615377327206403,0.7667891801270271,5.085516445079943,3.5023749016639565,1.5831415434159861,0.45176227926406887,1.4517622792640688,0.6345018736474578,2.0
32000,Ara - 3,303000.0,135000.0,8400000.0,26700000.0,0.30436974789915966,0.7593572145965852,5.297099480427134,3.312211465328411,1.984888015098723,0.601922323227202,1.601922323227202,0.9249183589437204,2.0
0,Ara - 4,284500.0,293000.0,26700000.0,21650000.0,0.5076037026037026,0.44877445465857657,4.3053975732905325,4.5422440448343036,-0.23684647154377103,-0.0521402899454244,0.9478597100545756,-0.12485274806799296,4.0
500,Ara - 4,260000.0,232000.0,14200000.0,16000000.0,0.47167561121049495,0.53001053001053,4.234536447207436,4.000873944577958,0.23366250262947674,0.05875554700788671,1.0587555470078867,0.11642417327013133,2.0
1000,Ara - 4,226000.0,201000.0,16300000.0,19700000.0,0.467425431711146,0.5453599798259992,4.5900254250746,4.277215871682763,0.3128095533918369,0.07315611963298456,1.0731561196329844,0.15507330229566524,2.0
1500,Ara - 4,275000.0,213000.0,13900000.0,23700000.0,0.43638715312772963,0.6272144522144523,4.692417483577966,3.915397121986171,0.777020361591795,0.19772409414395442,1.1977240941439544,0.36264015183345,2.0
2000,Ara - 4,246000.0,203000.0,15100000.0,34800000.0,0.4502168377496618,0.6979478231970755,5.1369630192665205,4.098459811790359,1.0385032074761626,0.25242650552135815,1.252426505521358,0.441807143553929,2.0
2500,Ara - 4,282000.0,236000.0,15100000.0,30900000.0,0.45538286976903897,0.670956857987717,4.8731961768462515,3.9809235787750623,0.8922725980711885,0.2239546078404659,1.223954607840466,0.38739173441854524,2.0
3000,Ara - 4,266000.0,185000.0,13200000.0,27300000.0,0.4117594786729858,0.673941798941799,4.991873004970407,3.9082069595901836,1.0836660453802236,0.27877795574944453,1.2787779557494445,0.49443863601944094,2.0
3500,Ara - 4,245000.0,200000.0,9300000.0,21600000.0,0.4491859243697479,0.6960470085470085,4.6514072518200615,3.617071698268362,1.0343355535516996,0.28947258143671883,1.2894725814367187,0.4413067891055975,2.0
4000,Ara - 4,268000.0,179000.0,9600000.0,23000000.0,0.40053475935828875,0.7051339957844023,4.864567082695675,3.570007331852178,1.2945597508434967,0.3759769337231975,1.3759769337231975,0.5615606391143496,2.0
4500,Ara - 4,202000.0,175000.0,14500000.0,29100000.0,0.4637105855855856,0.6673505460513856,5.115995809754082,4.272910919523914,0.843084890230168,0.1972876465472394,1.1972876465472395,0.36526668064056356,2.0
5000,Ara - 4,268000.0,165000.0,11500000.0,24100000.0,0.3757602553595307,0.6757149861088414,4.9933785551898815,3.745527876622882,1.2478506785669994,0.3355875636390493,1.3355875636390493,0.5960732867508888,2.0
6000,Ara - 4,261000.0,202000.0,11300000.0,29000000.0,0.4369169382938069,0.7196293923414322,4.967354187340327,3.7709324672974294,1.1964217200428968,0.3174737268014968,1.3174737268014969,0.4992584973248613,2.0
7000,Ara - 4,300000.0,177000.0,7900000.0,22700000.0,0.3711885390873718,0.7421477371727269,4.821702831107305,3.237404593500607,1.5842982376066979,0.49568610772844657,1.4956861077284467,0.692845456934391,2.0
8000,Ara - 4,258000.0,154000.0,10400000.0,20800000.0,0.3747285943547626,0.6864530054901224,4.8656208238654575,3.555774155222518,1.3098466686429402,0.3989516429925068,1.3989516429925066,0.6040828355768965,2.0
9000,Ara - 4,253000.0,149000.0,7000000.0,22900000.0,0.3665981912468372,0.7663975099242151,5.053617586751379,3.315024175793588,1.7385934109577916,0.5238384530366037,1.5238384530366036,0.7425236461423177,2.0
10000,Ara - 4,317000.0,189000.0,4900000.0,17300000.0,0.37550658561296857,0.7792207792207793,4.51893555581262,2.7480590550952257,1.7708765007173943,0.6491206380427017,1.6491206380427017,0.7310523126773498,2.0
11000,Ara - 4,278000.0,173000.0,7100000.0,25800000.0,0.3842215132537713,0.7807890855457227,4.948828316112667,3.2051763377741436,1.7436519783385238,0.550404681409832,1.550404681409832,0.7099342513754038,2.0
12000,Ara - 4,263000.0,165000.0,8300000.0,21200000.0,0.38113666519239275,0.7148890745381973,4.867306815577988,3.452426259662088,1.4148805559159001,0.41023499142360287,1.4102349914236028,0.632811270778808,2.0
13000,Ara - 4,277000.0,162000.0,7000000.0,21200000.0,0.3694807892004154,0.7483258928571428,4.864350981913077,3.2294809505887,1.6348700313243778,0.5062682441536732,1.5062682441536732,0.7057275713714986,2.0
14000,Ara - 4,286000.0,164000.0,9000000.0,26800000.0,0.3639921722113503,0.7510240005416201,5.061518066466239,3.398087879923617,1.6634301865426222,0.4931910162948041,1.493191016294804,0.7253253966893395,2.0
15000,Ara - 4,252000.0,119000.0,6300000.0,20200000.0,0.32029967159277506,0.7598393106660457,5.125947569853307,3.219541836193722,1.9064057336595852,0.5919153253486606,1.5919153253486606,0.8637281933084301,2.0
16000,Ara - 4,248000.0,140000.0,4600000.0,17800000.0,0.3606505102040816,0.8108045977011494,4.683472520382503,2.643532560848835,2.039939959533669,0.8558700435241651,1.855870043524165,0.8105681977022244,2.0
17000,Ara - 4,249000.0,126000.0,5800000.0,17400000.0,0.3360655737704918,0.75,4.9274746863724985,3.1431760016405166,1.7842986847319824,0.570690098901403,1.570690098901403,0.8022050717126443,2.0
18000,Ara - 4,308000.0,168000.0,6600000.0,21900000.0,0.35351704777641557,0.7960526315789473,4.682560358593786,2.6925049075671947,1.9900554510265918,0.8495660176616558,1.849566017661656,0.8102656315670596,2.0
