genotype,run_no,plate_no,well_no,file_column,no_segments,sum_area_gap_fd,t_end,t_start,tphase_residuals_fd,tphase_residuals_fd_normalized,tphase_rsquared_fd
YOL082W,36,A,42,42,2.000000000e+00,3.242537564e-03,1.205068613e+03,5.616276756e+02,6.283457454e-07,1.963580454e-08,9.940565705e-01
YER170W,42,B,38,138,1.000000000e+00,1.487214622e-02,4.586124302e+02,3.001115940e+02,2.231506684e-07,3.187866691e-08,3.680008032e-01
YER170W,42,B,38,138,2.000000000e+00,-4.545270098e-03,1.337415497e+03,5.896458571e+02,7.636980124e-07,2.064048682e-08,9.936665144e-01
YGR199W,20,A,43,43,1.000000000e+00,-5.251516336e-02,9.211874093e+02,5.337788518e+02,4.071084007e-06,2.035542004e-07,9.338778029e-01
YLR407W,27,A,69,69,1.000000000e+00,-2.730178100e-02,8.677786551e+02,5.372449821e+02,2.766620982e-06,1.627424107e-07,9.509828038e-01
YDL177C,11,B,17,117,1.000000000e+00,-2.984165946e-02,9.078037231e+02,5.688300760e+02,2.343748600e-06,1.378675647e-07,9.547628330e-01
YNL011C,51,A,65,65,1.000000000e+00,-1.991576066e-02,9.704388294e+02,6.192485777e+02,2.322196346e-06,1.290109081e-07,9.539628668e-01
YLR112W,25,A,43,43,1.000000000e+00,-5.687941195e-02,9.601750546e+02,5.856916478e+02,3.797681962e-06,1.998779980e-07,9.236822337e-01
BY4741,15,A,5,5,2.000000000e+00,-2.264237303e-02,1.400099898e+03,5.691817637e+02,1.087658531e-06,2.589663169e-08,9.931539737e-01
YMR066W,42,A,66,66,1.000000000e+00,8.277930699e-03,2.007295443e+02,1.494791545e+02,1.200701999e-07,4.002339996e-08,-2.240630333e+00
YMR066W,42,A,66,66,1.000000000e+00,-1.214622344e-03,8.833119146e+02,7.125668930e+02,2.476934107e-06,2.752149008e-07,9.148905961e-01
YFL001W,49,A,64,64,1.000000000e+00,7.450232474e-02,3.224570709e+02,8.416834000e+01,3.255466744e-06,2.712888953e-07,8.625925091e-01
YFL001W,49,A,64,64,2.000000000e+00,-6.646890860e-03,1.376816982e+03,6.371633727e+02,2.514873494e-06,6.796955388e-08,9.825906290e-01
YCL032W,1,B,95,195,1.000000000e+00,3.162375905e-03,3.619674478e+02,1.320632774e+02,3.377378551e-07,2.814482126e-08,9.475797960e-01
YCL032W,1,B,95,195,2.000000000e+00,-2.583872802e-02,1.154500657e+03,4.824583193e+02,1.292126173e-06,3.915533857e-08,9.906594304e-01
YHR033W,4,B,98,198,1.000000000e+00,-5.608062204e-04,4.501982741e+02,3.463430777e+02,1.300478790e-08,2.600957580e-09,8.594483827e-01
YHR033W,4,B,98,198,1.000000000e+00,2.194822546e-03,7.375503415e+02,5.525171170e+02,8.429832076e-07,9.366480084e-08,9.661495366e-01
YHR033W,4,B,98,198,1.000000000e+00,2.963532943e-02,1.167928071e+03,1.059431810e+03,2.831348278e-06,4.718913797e-07,5.945800415e-01
YHR033W,4,B,98,198,1.000000000e+00,2.023115370e-02,1.352777882e+03,1.231491401e+03,9.625198947e-07,1.604199824e-07,-1.301403766e+00
YNL179C,31,B,34,134,1.000000000e+00,-2.524391167e-02,8.275244904e+02,4.952785561e+02,2.057570154e-06,1.210335385e-07,9.630098384e-01
YGR025W,46,A,9,9,2.000000000e+00,-1.101906984e-02,1.121806062e+03,5.904100812e+02,9.799125267e-07,3.629305655e-08,9.898484427e-01
YOL058W,36,B,23,123,2.000000000e+00,8.858052903e-03,6.506922063e+02,2.504627603e+02,1.647530134e-07,8.237650668e-09,9.863397237e-01
YOL058W,36,B,23,123,1.000000000e+00,-3.568195713e-02,1.102655191e+03,7.854510318e+02,1.814482003e-06,1.134051252e-07,9.514741177e-01
YIL168W,4,B,31,131,1.000000000e+00,2.586016919e-03,8.130564803e+02,5.970254668e+02,3.246681462e-06,2.951528602e-07,9.290034025e-01
YJR131W,46,A,43,43,1.000000000e+00,-1.769725624e-02,2.729147655e+02,1.234189993e+02,4.552316584e-07,6.503309406e-08,9.316679235e-01
YJR131W,46,A,43,43,3.000000000e+00,3.246779580e-03,8.154151732e+02,5.571487283e+02,1.928127708e-06,1.483175160e-07,9.471535362e-01
YJR131W,46,A,43,43,1.000000000e+00,4.326335979e-02,9.208944042e+02,8.549013564e+02,4.009570947e-06,1.002392737e-06,4.986991987e-01
YJR131W,46,A,43,43,1.000000000e+00,4.811003363e-02,1.018757200e+03,9.589924216e+02,4.198948160e-06,1.399649387e-06,-2.716032281e-03
YJL169W,20,B,92,192,1.000000000e+00,-9.095263454e-03,2.486910870e+02,1.320799824e+02,8.685444445e-08,1.447574074e-08,9.617000871e-01
YJL169W,20,B,92,192,2.000000000e+00,-1.578507527e-02,6.741989152e+02,3.370022421e+02,4.556077132e-07,2.680045372e-08,9.901689331e-01
YJL169W,20,B,92,192,1.000000000e+00,-5.492200632e-03,8.927783657e+02,8.162500891e+02,1.925635281e-05,4.814088203e-06,-8.413783420e-01
YJL169W,20,B,92,192,1.000000000e+00,3.696075835e-02,1.001293270e+03,9.297052059e+02,4.722278941e-06,1.180569735e-06,9.368259346e-01
YJL169W,20,B,92,192,1.000000000e+00,-1.371304310e-02,1.066687086e+03,1.037851237e+03,1.281692371e-06,6.408461855e-07,-inf
YMR136W,46,B,62,162,2.000000000e+00,-7.363604220e-03,1.318109346e+03,6.049878032e+02,1.614950136e-06,4.614143246e-08,9.876410268e-01
YOR215C,34,A,44,44,1.000000000e+00,-2.587793238e-02,8.151696473e+02,4.815740500e+02,1.767949312e-06,1.104968320e-07,9.657461012e-01
YBL009W,7,B,9,109,1.000000000e+00,3.609019597e-02,4.059000324e+02,1.901184666e+02,9.015080867e-07,8.195528061e-08,8.841881006e-01
YBL009W,7,B,9,109,1.000000000e+00,-2.494428286e-02,1.071108724e+03,7.335326840e+02,2.068490295e-06,1.216758997e-07,9.547441514e-01
YDR258C,13,A,69,69,1.000000000e+00,-1.197236862e-02,8.994861706e+02,5.998035161e+02,7.510815411e-07,5.007210274e-08,9.802192405e-01
YBR061C,8,A,44,44,2.000000000e+00,-3.705274152e-03,4.793921712e+02,8.598409183e+01,2.088658715e-06,1.099294060e-07,9.466694108e-01
YBR061C,8,A,44,44,2.000000000e+00,-1.100317059e-02,1.640350788e+03,9.134554394e+02,1.279187244e-06,3.457262823e-08,9.891446736e-01
YGL110C,17,B,94,194,1.000000000e+00,-3.771014967e-02,8.442809080e+02,5.052745795e+02,2.138718390e-06,1.258069641e-07,9.574515071e-01
YMR238W,29,A,55,55,2.000000000e+00,-1.131590204e-02,1.154845119e+03,4.802287444e+02,9.643751887e-07,2.922349057e-08,9.921372213e-01
YJL105W,48,A,24,24,1.000000000e+00,-4.616714519e-02,9.022687338e+02,5.405442703e+02,3.102378773e-06,1.723543763e-07,9.429040540e-01
YGR261C,40,B,68,168,1.000000000e+00,9.542712778e-03,4.679994556e+02,3.720821411e+02,9.902427758e-08,1.980485552e-08,2.620198558e-01
YGR261C,40,B,68,168,2.000000000e+00,-9.406591200e-03,1.320537251e+03,6.102016989e+02,7.569960893e-07,2.102766915e-08,9.936584791e-01
YDR004W,11,A,74,74,1.000000000e+00,-1.431419720e-01,1.231634826e+03,5.492166490e+02,4.437933402e-06,1.305274530e-07,9.634600570e-01
YMR173W,45,B,76,176,1.000000000e+00,-2.279604286e-02,9.338049317e+02,5.855893967e+02,1.740670243e-06,1.023923672e-07,9.641112539e-01
YPR070W,39,B,11,111,1.000000000e+00,1.944472759e-03,4.861324064e+02,2.846095661e+02,4.168531593e-08,4.168531593e-09,9.398966441e-01
YPR070W,39,B,11,111,1.000000000e+00,-2.032932037e-02,9.120131095e+02,6.003512065e+02,1.473284531e-06,9.821896870e-08,9.536470381e-01
YMR237W,29,B,54,154,2.000000000e+00,-2.364018447e-02,1.074036347e+03,4.496104695e+02,1.359091635e-06,4.384166563e-08,9.895457081e-01
YFL041W,2,A,62,62,2.000000000e+00,-1.662403637e-02,1.114201586e+03,5.667563136e+02,7.023239047e-07,2.601199647e-08,9.929532289e-01
YDR102C,12,A,45,45,1.000000000e+00,2.167527813e-02,6.409423327e+02,2.381743906e+02,8.051241263e-07,3.833924411e-08,9.828785485e-01
YDR102C,12,A,45,45,2.000000000e+00,-1.670023990e-02,1.545819462e+03,8.330822594e+02,9.570720627e-07,2.658533507e-08,9.915540513e-01
YOR171C,34,A,8,8,1.000000000e+00,-2.239759658e-02,8.273147548e+02,4.964313945e+02,2.289429020e-06,1.346722953e-07,9.599633948e-01
YPL156C,37,B,42,142,1.000000000e+00,-8.507257038e-03,8.520227832e+02,5.318055993e+02,1.895793515e-06,1.184870947e-07,9.548698180e-01
YGR022C,46,A,8,8,2.000000000e+00,5.882318914e-03,1.156984559e+03,5.211365249e+02,8.327163838e-07,2.686181883e-08,9.919041306e-01
YHR134W,6,A,54,54,2.000000000e+00,6.995141663e-03,1.214892949e+03,5.775740581e+02,1.768472009e-06,5.526475030e-08,9.847657826e-01
YER116C,41,A,96,96,1.000000000e+00,3.421577798e-02,1.065521340e+03,7.437452491e+02,4.443253940e-06,2.777033713e-07,8.229899700e-01
YFR043C,5,B,62,162,1.000000000e+00,-1.999296198e-02,9.519224531e+02,5.980049532e+02,2.080443519e-06,1.155801955e-07,9.634639827e-01
YHR019C,40,B,87,187,1.000000000e+00,9.277854019e-03,4.545752169e+02,3.439023597e+02,1.129812314e-07,2.259624628e-08,3.448336903e-01
YHR019C,40,B,87,187,1.000000000e+00,-2.829313685e-02,9.234655382e+02,5.957950965e+02,2.583629040e-06,1.519781788e-07,9.427149659e-01
YPR047W,38,B,93,193,3.000000000e+00,-1.998203740e-04,1.615263916e+03,5.898310691e+02,1.816343388e-06,3.561457623e-08,9.785528559e-01
YHR152W,6,A,66,66,1.000000000e+00,1.569565590e-02,1.099989458e+03,7.679617818e+02,2.016049908e-06,1.260031192e-07,9.504632463e-01
YEL007W,15,B,85,185,2.000000000e+00,-2.262638887e-02,1.183760364e+03,5.307818932e+02,8.822741763e-07,2.673558110e-08,9.936329193e-01
YNR034W,32,A,52,52,1.000000000e+00,-6.455114181e-04,4.964499395e+02,3.195782969e+02,1.834336958e-07,2.038152175e-08,-8.495003778e-01
YNR034W,32,A,52,52,1.000000000e+00,-1.559534610e-02,9.344139865e+02,6.190806753e+02,1.698346090e-06,1.061466306e-07,9.573145179e-01
YLL015W,24,A,31,31,1.000000000e+00,-2.811104038e-02,8.654105696e+02,5.338328859e+02,2.217790148e-06,1.304582440e-07,9.586792003e-01
YKL217W,23,B,72,172,1.000000000e+00,-2.081957411e-02,8.888781720e+02,5.772075781e+02,2.536903611e-06,1.585564757e-07,9.454463253e-01
YJL129C,47,B,61,161,1.000000000e+00,1.118302964e-02,2.261622797e+02,1.032318903e+02,3.638305330e-07,6.063842217e-08,8.097816239e-01
YJL129C,47,B,61,161,2.000000000e+00,3.674457225e-02,1.807515994e+03,7.495755083e+02,7.984093111e-07,1.506432662e-08,9.890338219e-01
YBR264C,9,A,81,81,1.000000000e+00,3.165363198e-02,2.955855967e+02,1.636674197e+02,8.734097067e-07,1.455682844e-07,8.588385876e-01
YBR264C,9,A,81,81,1.000000000e+00,-2.543221543e-02,9.374201503e+02,6.855137145e+02,1.380000730e-06,1.150000608e-07,9.509920030e-01
YLR098C,25,A,35,35,1.000000000e+00,4.284543024e-03,3.421535587e+02,1.901001457e+02,4.756142178e-07,5.945177723e-08,-1.377128441e+00
YLR098C,25,A,35,35,1.000000000e+00,-2.265194599e-02,7.964154061e+02,4.754776307e+02,1.961246698e-06,1.225779186e-07,9.607095564e-01
YJL147C,21,A,8,8,1.000000000e+00,-1.589746493e-02,8.157286824e+02,4.798608571e+02,1.994562138e-06,1.173271846e-07,9.617049630e-01
YJL037W,21,A,82,82,1.000000000e+00,-3.268980144e-02,8.690936669e+02,5.130056150e+02,3.206566885e-06,1.781426047e-07,9.413516338e-01
YGR241C,40,A,59,59,1.000000000e+00,-2.450414142e-02,9.198879046e+02,5.802851341e+02,1.892448421e-06,1.182780263e-07,9.522366324e-01
YKR060W,24,B,17,117,1.000000000e+00,-2.122224024e-02,9.063911540e+02,5.629905281e+02,1.706606890e-06,1.003886406e-07,9.631388861e-01
YCR017C,2,A,37,37,1.000000000e+00,-3.070484445e-02,8.668109983e+02,5.201655125e+02,2.251895940e-06,1.324644671e-07,9.553664366e-01
YCL006C,1,B,76,176,2.000000000e+00,-1.894650523e-02,1.230080719e+03,5.439260873e+02,1.189949955e-06,3.499852809e-08,9.907056120e-01
YPL179W,37,B,22,122,1.000000000e+00,5.192907578e-03,3.896339788e+02,2.547252550e+02,1.268711951e-07,1.812445645e-08,7.621613652e-01
YPL179W,37,B,22,122,1.000000000e+00,-1.782660379e-02,8.722324773e+02,5.367274251e+02,2.127827025e-06,1.251662956e-07,9.527407587e-01
YGL095C,17,A,85,85,1.000000000e+00,-2.303196676e-02,1.030569621e+03,6.883002192e+02,1.485547266e-06,8.738513330e-08,9.697846180e-01
YDL100C,10,A,60,60,2.000000000e+00,-5.315015562e-03,1.315318187e+03,6.340807763e+02,8.370708154e-07,2.461972986e-08,9.920768426e-01
YDL240W,11,B,67,167,2.000000000e+00,-2.059561015e-02,1.323270815e+03,5.634237047e+02,1.421581522e-06,3.741004006e-08,9.900779766e-01
YDR457W,15,A,21,21,1.000000000e+00,9.540886122e-03,5.339894188e+02,3.665409353e+02,9.911883834e-08,1.238985479e-08,8.039807710e-01
YDR457W,15,A,21,21,1.000000000e+00,-3.203889819e-02,1.009306521e+03,6.690018226e+02,2.115154273e-06,1.244208396e-07,9.487481951e-01
YGR121C,19,A,81,81,1.000000000e+00,-3.785309812e-03,3.994405219e+02,2.415603498e+02,1.611957151e-07,2.302795929e-08,2.134945372e-01
YGR121C,19,A,81,81,1.000000000e+00,-2.206673669e-02,8.352773304e+02,5.306171890e+02,1.907208674e-06,1.271472449e-07,9.598748713e-01
YKL001C,22,A,13,13,1.000000000e+00,-2.695256212e-04,9.355026170e+02,5.439434918e+02,2.746084791e-06,1.445307785e-07,9.473335152e-01
YJL137C,47,B,64,164,2.000000000e+00,-4.361014800e-03,1.342690880e+03,5.960173382e+02,1.602323217e-06,4.216640045e-08,9.900771271e-01
YHL005C,4,A,81,81,1.000000000e+00,2.790110726e-02,3.647247004e+02,1.631831587e+02,3.197364447e-07,3.197364447e-08,9.709060279e-01
YHL005C,4,A,81,81,2.000000000e+00,-5.383610443e-03,1.381017259e+03,6.418601107e+02,8.255695018e-07,2.231268924e-08,9.935682081e-01
YGR259C,40,A,66,66,2.000000000e+00,-1.199716554e-02,1.367987280e+03,6.418482402e+02,1.331801271e-06,3.699447974e-08,9.893549972e-01
YHR110W,6,B,36,136,1.000000000e+00,9.769681499e-03,9.792568256e+02,6.354625307e+02,1.817629790e-06,1.069193994e-07,9.651016690e-01
YLR042C,24,A,89,89,1.000000000e+00,-1.911939611e-02,8.730077255e+02,5.398638931e+02,2.262558647e-06,1.330916851e-07,9.552883018e-01
YKR029C,47,A,99,99,1.000000000e+00,-6.216411008e-03,9.995745326e+02,5.573977103e+02,2.756577870e-06,1.252989941e-07,9.541650683e-01
YLR151C,25,A,74,74,1.000000000e+00,9.900543978e-03,3.914941152e+02,2.874705507e+02,7.109068542e-08,1.421813708e-08,-8.519299373e-01
YLR151C,25,A,74,74,1.000000000e+00,-1.944590883e-02,8.715870384e+02,5.395544268e+02,2.246266430e-06,1.321333194e-07,9.575422331e-01
YGR178C,20,B,30,130,2.000000000e+00,-2.717209663e-02,1.243629319e+03,5.441079525e+02,1.446885402e-06,4.133958292e-08,9.880371021e-01
YNL154C,31,A,53,53,1.000000000e+00,-1.457485254e-02,8.140620563e+02,4.888611864e+02,1.852267997e-06,1.157667498e-07,9.630449113e-01
BY4741,43,B,5,105,2.000000000e+00,-7.429071148e-03,1.309363999e+03,5.599631674e+02,1.385933896e-06,3.647194462e-08,9.908496517e-01
YLR290C,26,B,79,179,1.000000000e+00,-7.103566057e-03,8.483816155e+02,4.852320156e+02,2.596596511e-06,1.442553617e-07,9.464651068e-01
YGR204W,45,A,8,8,1.000000000e+00,-2.598494193e-02,9.079747897e+02,5.898632614e+02,2.066026573e-06,1.291266608e-07,9.546173746e-01
YIL055C,3,A,10,10,2.000000000e+00,-1.774445496e-02,1.208333283e+03,4.938195987e+02,1.302748639e-06,3.618746218e-08,9.914101606e-01
YLL056C,24,A,60,60,1.000000000e+00,6.827128457e-03,4.109818371e+02,3.478049163e+02,1.144745706e-07,3.815819021e-08,-6.044249732e+00
YLL056C,24,A,60,60,1.000000000e+00,-2.390754274e-02,9.054699301e+02,5.774684352e+02,2.289826622e-06,1.346956837e-07,9.513789780e-01
YDR305C,14,A,8,8,1.000000000e+00,-1.908730871e-02,8.172163689e+02,4.898049248e+02,1.602686933e-06,1.001679333e-07,9.678155722e-01
YML011C,28,B,31,131,2.000000000e+00,1.359005000e-02,1.317243850e+03,6.382109663e+02,1.326967530e-06,3.902845678e-08,9.888896601e-01
YMR135W-A,45,A,70,70,1.000000000e+00,1.039003701e-02,4.694686552e+02,2.657467517e+02,1.870644586e-07,1.870644586e-08,9.644065637e-01
YMR135W-A,45,A,70,70,1.000000000e+00,-7.136296940e-03,9.777389395e+02,6.800201972e+02,3.710106578e-07,2.650076127e-08,9.752099729e-01
YMR135W-A,45,A,70,70,1.000000000e+00,-4.317197573e-02,1.643415709e+03,1.113702320e+03,5.076729603e-07,1.880270223e-08,9.128568242e-01
YLR121C,25,B,49,149,1.000000000e+00,-2.260353111e-02,8.888212304e+02,5.715716507e+02,3.696447024e-06,2.310279390e-07,9.234775729e-01
YJR122W,46,B,39,139,2.000000000e+00,-2.069485432e-02,1.236124924e+03,5.977144541e+02,1.055943416e-06,3.299823175e-08,9.892548330e-01
YLR050C,43,B,93,193,1.000000000e+00,-2.685535258e-02,8.661933271e+02,5.385766962e+02,2.527040429e-06,1.486494370e-07,9.518357467e-01
YNL328C,30,B,26,126,1.000000000e+00,-1.132199821e-01,1.000711134e+03,5.369421917e+02,5.884388255e-06,2.451828439e-07,9.151641009e-01
YGR197C,20,B,42,142,1.000000000e+00,-2.764568285e-02,8.528169965e+02,4.820777011e+02,1.979917380e-06,1.099954100e-07,9.657130098e-01
YOL011W,35,A,80,80,1.000000000e+00,-8.666198865e-03,4.685990659e+02,3.239023183e+02,4.806349147e-08,6.866213067e-09,9.025748484e-01
YOL011W,35,A,80,80,1.000000000e+00,-7.549403317e-03,7.999353684e+02,5.786248540e+02,2.187226706e-06,1.988387915e-07,9.307331834e-01
YML016C,28,A,25,25,2.000000000e+00,-1.460136971e-02,1.298077688e+03,6.137956617e+02,1.503268840e-06,4.421378943e-08,9.882082541e-01
YPL029W,38,A,46,46,2.000000000e+00,9.032798740e-03,1.584811135e+03,7.962956376e+02,9.644737449e-07,2.411184362e-08,9.856699289e-01
YLR415C,27,A,76,76,1.000000000e+00,-1.547382682e-02,8.362019801e+02,4.943404698e+02,2.297900167e-06,1.351705980e-07,9.554776760e-01
YER135C,42,A,13,13,1.000000000e+00,-1.291995665e-03,8.768479926e+02,5.195451919e+02,2.153115122e-06,1.196175068e-07,9.620582717e-01
YKR035W-A,40,A,93,93,1.000000000e+00,4.308168989e-02,5.586909829e+02,1.386256250e+02,1.018218672e-06,4.848660342e-08,9.420277144e-01
YKR035W-A,40,A,93,93,2.000000000e+00,-2.079324567e-02,1.369397880e+03,7.270388912e+02,1.695427125e-06,5.298209767e-08,9.825881058e-01
YOR107W,33,A,57,57,2.000000000e+00,-8.590448810e-03,1.249826183e+03,5.350066215e+02,1.299896125e-06,3.610822571e-08,9.906840195e-01
YEL068C,16,A,39,39,2.000000000e+00,-1.078276108e-02,1.243863356e+03,5.171950559e+02,1.277207814e-06,3.451913010e-08,9.913959720e-01
YDL056W,10,A,28,28,2.000000000e+00,-3.424436470e-03,1.352873259e+03,5.553926931e+02,1.666768538e-06,4.166921345e-08,9.904560363e-01
YDR127W,12,A,67,67,1.000000000e+00,2.503499596e-02,5.085176153e+02,1.839297927e+02,1.557991997e-06,9.737449979e-08,9.455730557e-01
YDR127W,12,A,67,67,2.000000000e+00,-1.472150966e-02,1.408362964e+03,7.428607898e+02,6.230394003e-07,1.887998183e-08,9.940817601e-01
BY4741,38,A,88,88,2.000000000e+00,-1.065886894e-02,1.359818999e+03,6.051417191e+02,1.375194255e-06,3.716741231e-08,9.900620395e-01
BY4741,13,A,71,71,1.000000000e+00,-9.186572676e-03,9.114675912e+02,5.499777348e+02,8.817317996e-07,4.898509998e-08,9.802693276e-01
YNR073C,42,A,97,97,1.000000000e+00,5.470356229e-03,3.876301345e+02,2.092280805e+02,3.088255248e-07,3.431394720e-08,2.965940635e-01
YNR073C,42,A,97,97,2.000000000e+00,-3.299551127e-02,1.237072452e+03,5.213909387e+02,1.170354847e-06,3.343870992e-08,9.901349981e-01
YPL071C,38,A,8,8,1.000000000e+00,-3.653728191e-02,8.010822791e+02,4.827669185e+02,2.636479629e-06,1.647799768e-07,9.448165012e-01
YKL117W,22,B,98,198,1.000000000e+00,-1.278049092e-02,3.871471768e+02,2.077649325e+02,5.408842022e-07,6.009824468e-08,9.504226775e-01
YKL117W,22,B,98,198,2.000000000e+00,-4.891061194e-02,1.151466419e+03,5.005467551e+02,1.272749094e-06,3.977340920e-08,9.874711101e-01
YHR109W,6,A,35,35,1.000000000e+00,5.183878660e-03,1.071739252e+03,7.352331455e+02,2.244790703e-06,1.320465119e-07,9.551294526e-01
YHR109W,6,A,35,35,1.000000000e+00,0.000000000e+00,2.260035631e+03,2.247342976e+03,1.030554149e-09,1.030554149e-09,-inf
YDL137W,10,B,91,191,1.000000000e+00,-2.585733401e-02,9.833275197e+02,6.165829758e+02,3.292539097e-06,1.732915314e-07,9.515759851e-01
YDR020C,11,B,86,186,1.000000000e+00,-2.118877258e-02,9.151976237e+02,5.698605508e+02,1.886473709e-06,1.109690417e-07,9.577702984e-01
YBR036C,8,A,23,23,1.000000000e+00,3.474781199e-02,4.149085128e+02,2.044309785e+02,8.042976902e-07,8.042976902e-08,8.971521709e-01
YBR036C,8,A,23,23,2.000000000e+00,-1.231396508e-02,1.375601880e+03,7.232939052e+02,8.248369832e-07,2.577615573e-08,9.919250288e-01
BY4741,23,A,5,5,2.000000000e+00,-3.386458203e-02,1.328445016e+03,5.618871275e+02,1.196780993e-06,3.149423665e-08,9.897253929e-01
YDR278C,13,A,87,87,1.000000000e+00,-1.143949895e-02,4.734192102e+02,2.985058654e+02,5.258390721e-08,5.842656357e-09,8.241919762e-01
YDR278C,13,A,87,87,2.000000000e+00,-2.989448543e-02,1.226257469e+03,6.009562910e+02,2.044422569e-06,6.594911514e-08,9.797583895e-01
YOL100W,43,A,14,14,2.000000000e+00,-2.060414110e-03,1.147932120e+03,4.370000350e+02,1.202899514e-06,3.341387539e-08,9.873150840e-01
YOL100W,43,A,14,14,1.000000000e+00,-9.434363707e-03,2.800000000e+03,2.704857264e+03,1.069985631e-07,2.139971261e-08,-inf
BY4741,18,B,27,127,1.000000000e+00,5.739991544e-03,4.141552201e+02,3.184371452e+02,2.555178531e-08,5.110357061e-09,2.391158435e-01
BY4741,18,B,27,127,1.000000000e+00,-4.066632984e-02,9.037147533e+02,5.661299508e+02,2.929638434e-06,1.723316726e-07,9.340596536e-01
YOR011W,32,A,73,73,1.000000000e+00,1.059298388e-02,2.473878638e+02,9.563886845e+01,2.545876008e-07,3.182345010e-08,9.132308092e-01
YOR011W,32,A,73,73,1.000000000e+00,8.647898058e-03,7.794391320e+02,6.342706691e+02,4.146035747e-07,5.922908210e-08,9.663678296e-01
YOR011W,32,A,73,73,1.000000000e+00,-7.005459933e-04,1.154185322e+03,9.810721547e+02,8.534828476e-07,1.066853559e-07,-7.478992009e-01
YOR198C,34,B,32,132,1.000000000e+00,-3.509483980e-03,9.051273689e+02,5.527069125e+02,2.642877063e-06,1.468265035e-07,9.428826092e-01
YJR121W,46,A,38,38,2.000000000e+00,2.245846325e-02,1.282189128e+03,5.637778933e+02,6.410353558e-07,1.780653766e-08,9.940400021e-01
YDL183C,11,A,23,23,2.000000000e+00,-1.767485714e-02,1.345770668e+03,6.354700898e+02,1.881516070e-06,5.226433528e-08,9.885392513e-01
YJL094C,48,A,22,22,2.000000000e+00,-1.236109591e-02,1.277614454e+03,6.345619985e+02,1.325336695e-06,4.141677171e-08,9.894568880e-01
YIL117C,3,A,89,89,2.000000000e+00,-1.521821347e-02,1.299296121e+03,5.517781753e+02,1.438013926e-06,3.886524124e-08,9.899691017e-01
YGL005C,17,B,14,114,1.000000000e+00,1.311480445e-02,4.735114176e+02,3.302517132e+02,1.092546406e-07,1.560780580e-08,6.744710342e-01
YGL005C,17,B,14,114,1.000000000e+00,-1.445782634e-02,8.987204662e+02,5.937519529e+02,1.843212871e-06,1.228808581e-07,9.567947240e-01
YCR059C,5,B,24,124,1.000000000e+00,-2.396349748e-02,9.705494906e+02,6.164848190e+02,2.172337779e-06,1.206854321e-07,9.601165632e-01
YLR104W,25,B,38,138,2.000000000e+00,-2.437462401e-02,1.211100284e+03,4.942952481e+02,3.443653052e-06,9.565702923e-08,9.759093753e-01
BY4741,19,B,5,105,1.000000000e+00,-2.675305560e-02,8.714740730e+02,5.262628769e+02,2.162955531e-06,1.272326783e-07,9.590335383e-01
YDL203C,11,B,40,140,1.000000000e+00,1.170113155e-02,4.716765710e+02,3.320681346e+02,1.301938733e-07,1.859912475e-08,6.836967095e-01
YDL203C,11,B,40,140,1.000000000e+00,-3.105585752e-02,9.264534339e+02,6.035163096e+02,2.163444601e-06,1.352152876e-07,9.489514545e-01
YEL027W,16,A,1,1,1.000000000e+00,-4.072734089e-02,4.374365180e+02,1.276968798e+02,1.569859117e-06,1.046572745e-07,8.363888129e-01
YEL027W,16,A,1,1,1.000000000e+00,-5.521507421e-04,7.583481784e+02,5.083957641e+02,3.213547145e-07,2.677955955e-08,9.423369747e-01
YEL027W,16,A,1,1,1.000000000e+00,-2.029316104e-02,1.687171782e+03,1.379790392e+03,3.549352176e-07,2.218345110e-08,9.463559716e-01
YDL185W,11,A,25,25,1.000000000e+00,-2.962076563e-02,9.218195013e+02,5.915163927e+02,2.406339458e-06,1.415493799e-07,9.584357301e-01
YKR048C,24,A,6,6,2.000000000e+00,-2.004976638e-02,1.245007031e+03,5.253439949e+02,1.413244577e-06,3.925679380e-08,9.885054798e-01
YJL046W,21,B,77,177,2.000000000e+00,-1.654497472e-02,1.291956728e+03,5.777784672e+02,1.094706834e-06,3.040852316e-08,9.913935973e-01
YIL141W,4,B,9,109,2.000000000e+00,-2.638530467e-02,1.157643411e+03,4.780667639e+02,1.448645112e-06,4.260720919e-08,9.910012138e-01
BY4741,21,A,71,71,1.000000000e+00,-2.658863904e-02,8.457695873e+02,5.291849057e+02,1.962483915e-06,1.226552447e-07,9.608714552e-01
YDL190C,11,A,31,31,1.000000000e+00,2.038165480e-03,4.221804731e+02,2.286984137e+02,8.401756865e-08,8.401756865e-09,9.660936639e-01
YDL190C,11,A,31,31,1.000000000e+00,-3.892587348e-02,9.715106556e+02,5.772240698e+02,2.789509495e-06,1.394754748e-07,9.542856291e-01
YLR342W,27,B,18,118,2.000000000e+00,-2.753213355e-02,1.328907322e+03,6.876570761e+02,8.429908991e-07,2.634346560e-08,9.883725511e-01
YDR525W,15,A,72,72,1.000000000e+00,-2.457909234e-02,9.071268092e+02,5.772853397e+02,2.290773802e-06,1.347514001e-07,9.521505480e-01
YDL226C,11,A,55,55,1.000000000e+00,-9.614240477e-03,5.806062475e+02,2.013738345e+02,2.132828072e-07,1.122541091e-08,9.840537843e-01
YDL226C,11,A,55,55,2.000000000e+00,-4.583786236e-02,1.651245845e+03,7.121775130e+02,9.341400459e-07,1.987532013e-08,9.918925944e-01
