genotype,run_no,plate_no,well_no,file_column,alphabetic_code,no_plateaus,no_mono_violations,curve_rsquared_fd,curve_rsquared_gp,final_gap_logod,plat_threshold,plat_duration,plat_distance,plat_atol,plat_rtol,tran_threshold,tran_duration,tran_distance,tran_atol,tran_rtol
YER014C-A,16,A,50,50,PTTP,2.000000000e+00,0.000000000e+00,9.905015034e-01,9.921933872e-01,-2.768050504e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER016W,16,A,51,51,TPTP,2.000000000e+00,0.000000000e+00,9.864155185e-01,9.891088670e-01,-8.975814113e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER017C,16,A,52,52,PTTP,2.000000000e+00,0.000000000e+00,9.923692285e-01,9.970789358e-01,2.350726096e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER019W,16,A,53,53,PTP,2.000000000e+00,0.000000000e+00,9.749549303e-01,9.752895141e-01,-1.150649773e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER019C-A,16,A,54,54,PTTP,2.000000000e+00,0.000000000e+00,9.953831243e-01,9.962855231e-01,1.220162234e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER020W,16,A,55,55,PTTP,2.000000000e+00,0.000000000e+00,9.966339611e-01,9.974348984e-01,-1.173309155e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER024W,16,A,56,56,PTTP,2.000000000e+00,0.000000000e+00,9.960260746e-01,9.968036705e-01,7.140640671e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER030W,16,A,57,57,PTP,2.000000000e+00,0.000000000e+00,9.822803668e-01,9.842544688e-01,-8.160245729e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER032W,16,A,58,58,PTP,2.000000000e+00,0.000000000e+00,9.802281785e-01,9.816688218e-01,-1.029382500e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER033C,16,A,59,59,PTTP,2.000000000e+00,0.000000000e+00,9.965458715e-01,9.976407111e-01,-7.813464760e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER034W,16,A,60,60,TPTP,2.000000000e+00,0.000000000e+00,9.951544046e-01,9.978408440e-01,1.362540551e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER035W,16,A,61,61,TPTP,2.000000000e+00,0.000000000e+00,9.870875404e-01,9.892519282e-01,-9.743159233e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER038W-A,16,A,62,62,PTP,2.000000000e+00,0.000000000e+00,9.821348165e-01,9.839714182e-01,-1.068314995e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER039C,16,A,63,63,PTTP,2.000000000e+00,0.000000000e+00,9.955069805e-01,9.968731557e-01,7.265500444e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER040W,16,A,64,64,TPTP,2.000000000e+00,0.000000000e+00,9.861056734e-01,9.885324322e-01,-5.293259411e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER041W,16,A,65,65,PTP,2.000000000e+00,0.000000000e+00,9.762047823e-01,9.783231399e-01,-9.144297701e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER042W,16,A,66,66,TPTTP,2.000000000e+00,0.000000000e+00,9.974786892e-01,9.985122778e-01,-1.596502454e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER044C-A,16,A,67,67,PTP,2.000000000e+00,0.000000000e+00,9.916210644e-01,9.976024151e-01,3.075896056e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER045C,16,A,68,68,PTP,2.000000000e+00,0.000000000e+00,9.814995553e-01,9.838970208e-01,-9.789657007e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER046W-A,16,A,69,69,PTP,2.000000000e+00,0.000000000e+00,9.809025550e-01,9.819373312e-01,-1.050605587e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER047C,16,A,70,70,PTP,2.000000000e+00,0.000000000e+00,9.862734649e-01,9.888623753e-01,-1.221090282e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
BY4741,16,A,71,71,PTP,2.000000000e+00,0.000000000e+00,9.805499385e-01,9.819213628e-01,-1.102780379e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER048C,16,A,72,72,PTP,2.000000000e+00,0.000000000e+00,9.831360565e-01,9.858203116e-01,-1.004808958e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER049W,16,A,73,73,PTP,2.000000000e+00,0.000000000e+00,9.806783429e-01,9.819890259e-01,-9.230409504e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER050C,16,A,74,74,TPTP,2.000000000e+00,0.000000000e+00,9.874236139e-01,9.894466185e-01,-6.794058236e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER051W,16,A,75,75,PTTP,2.000000000e+00,0.000000000e+00,9.974394351e-01,9.979686775e-01,-4.160542887e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER052C,16,A,76,76,PTTP,2.000000000e+00,0.000000000e+00,9.709381405e-01,9.727610205e-01,-4.883837669e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER053C,16,A,77,77,TPTTP,2.000000000e+00,0.000000000e+00,9.979591361e-01,9.984557374e-01,-1.159027309e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER054C,16,A,78,78,PTTP,2.000000000e+00,0.000000000e+00,9.965842323e-01,9.975415242e-01,-7.192441715e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER056C,16,A,79,79,PTTP,2.000000000e+00,0.000000000e+00,9.970466652e-01,9.977655580e-01,-1.963931120e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER056C-A,16,A,80,80,TPTTP,2.000000000e+00,0.000000000e+00,9.974413747e-01,9.984809822e-01,-2.740372236e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER057C,16,A,81,81,TTPTP,2.000000000e+00,0.000000000e+00,9.669276468e-01,9.708887932e-01,-7.376948568e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER058W,16,A,82,82,PTP,2.000000000e+00,0.000000000e+00,9.919168222e-01,9.970789531e-01,3.619259841e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER059W,16,A,83,83,PTTP,2.000000000e+00,0.000000000e+00,9.979361648e-01,9.987262492e-01,2.820941376e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER060W,16,A,84,84,TPTTP,2.000000000e+00,0.000000000e+00,9.974386440e-01,9.983124884e-01,-6.437257950e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER060W-A,16,A,85,85,TTPTP,2.000000000e+00,0.000000000e+00,9.637074821e-01,9.678498291e-01,-1.607563935e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER061C,16,A,86,86,TPTP,2.000000000e+00,0.000000000e+00,9.884284571e-01,9.898382416e-01,-9.597533965e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER062C,16,A,87,87,TPTP,2.000000000e+00,0.000000000e+00,9.882687494e-01,9.893837721e-01,-1.182085032e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
BY4741,16,A,88,88,PTP,2.000000000e+00,0.000000000e+00,9.801532032e-01,9.817815876e-01,-1.201380017e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER065C,16,A,89,89,PTP,2.000000000e+00,0.000000000e+00,9.808878912e-01,9.830149126e-01,-1.105569411e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER066C-A,16,A,90,90,TPTTP,2.000000000e+00,0.000000000e+00,9.976810469e-01,9.982663330e-01,-1.201219592e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER067W,16,A,91,91,PTP,2.000000000e+00,0.000000000e+00,9.810448692e-01,9.816693433e-01,-1.003291464e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER067C-A,16,A,92,92,PTP,2.000000000e+00,0.000000000e+00,9.803466399e-01,9.824814888e-01,-9.705652211e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER068W,16,A,93,93,PTTP,2.000000000e+00,0.000000000e+00,9.941424198e-01,9.976831551e-01,-1.941031362e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER068C-A,16,A,94,94,PTP,2.000000000e+00,0.000000000e+00,9.879636687e-01,9.892697144e-01,-1.062213112e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER069W,16,A,95,95,TPTP,2.000000000e+00,0.000000000e+00,9.673804327e-01,9.713369743e-01,-6.418504362e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER070W,16,A,96,96,TPTP,2.000000000e+00,0.000000000e+00,9.934777059e-01,9.959351700e-01,-1.725317931e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER071C,16,A,97,97,TPTP,2.000000000e+00,0.000000000e+00,9.858520492e-01,9.896899206e-01,-1.638082475e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER072W,16,A,98,98,TPTP,2.000000000e+00,0.000000000e+00,9.898545848e-01,9.902794472e-01,-1.069079676e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER073W,16,A,99,99,PTP,2.000000000e+00,0.000000000e+00,9.839742598e-01,9.850196491e-01,-9.562087362e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YER074W,16,A,100,100,TPTTP,2.000000000e+00,0.000000000e+00,9.976051927e-01,9.978678226e-01,-1.314865393e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YEL027W,16,B,1,101,PTPTP,3.000000000e+00,0.000000000e+00,9.931489823e-01,9.947598457e-01,-3.103737112e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YEL028W,16,B,2,102,PTP,2.000000000e+00,0.000000000e+00,9.810773226e-01,9.845166973e-01,-8.556982948e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YEL029C,16,B,3,103,TPTPTP,3.000000000e+00,0.000000000e+00,9.920629282e-01,9.957160996e-01,3.427890425e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YEL030W,16,B,4,104,PTP,2.000000000e+00,0.000000000e+00,9.828229123e-01,9.853343953e-01,-9.458536928e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
BY4741,16,B,5,105,PTP,2.000000000e+00,0.000000000e+00,9.824639755e-01,9.840441026e-01,-1.041190326e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YEL031W,16,B,6,106,TPTP,2.000000000e+00,0.000000000e+00,9.876576742e-01,9.893978396e-01,-8.385538189e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YEL033W,16,B,7,107,TPTP,2.000000000e+00,0.000000000e+00,9.868492813e-01,9.883959880e-01,-9.130726572e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YEL036C,16,B,8,108,TPTPTP,3.000000000e+00,0.000000000e+00,9.941430893e-01,9.956447417e-01,-3.283937854e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YEL037C,16,B,9,109,TPTP,2.000000000e+00,0.000000000e+00,9.883348122e-01,9.899483363e-01,-9.265213473e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YEL038W,16,B,10,110,TPTP,2.000000000e+00,0.000000000e+00,9.876689166e-01,9.890556394e-01,-8.650799735e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YEL039C,16,B,11,111,PTP,2.000000000e+00,0.000000000e+00,9.836977941e-01,9.850825579e-01,-8.919998760e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YEL040W,16,B,12,112,PTP,2.000000000e+00,0.000000000e+00,9.830066997e-01,9.846932408e-01,-7.334152610e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YEL041W,16,B,13,113,TPTP,2.000000000e+00,0.000000000e+00,9.870755244e-01,9.891625100e-01,-1.137673271e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YEL042W,16,B,14,114,PTP,2.000000000e+00,0.000000000e+00,9.867918786e-01,9.888161929e-01,-1.025588768e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YEL043W,16,B,15,115,PTP,2.000000000e+00,0.000000000e+00,9.851611136e-01,9.873608212e-01,-1.015751121e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YEL044W,16,B,16,116,TPTP,2.000000000e+00,0.000000000e+00,9.908362129e-01,9.917493820e-01,-8.642099735e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YEL045C,16,B,17,117,TPTPTTP,3.000000000e+00,1.000000000e+00,9.863090943e-01,9.901287317e-01,-1.005332659e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YEL046C,16,B,18,118,TPTTPTP,3.000000000e+00,0.000000000e+00,9.912044562e-01,9.942806772e-01,-9.996176242e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YEL047C,16,B,19,119,PTP,2.000000000e+00,0.000000000e+00,9.864596820e-01,9.886116316e-01,-8.733607091e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YEL048C,16,B,20,120,PTP,2.000000000e+00,0.000000000e+00,9.646103148e-01,9.673510850e-01,-8.470614674e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YEL049W,16,B,21,121,PTP,2.000000000e+00,0.000000000e+00,9.819833503e-01,9.843330358e-01,-8.628082236e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YEL050C,16,B,22,122,TPTP,2.000000000e+00,0.000000000e+00,9.869616089e-01,9.889798779e-01,-8.360613661e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YEL051W,16,B,23,123,PTP,2.000000000e+00,0.000000000e+00,8.846128622e-01,8.820138475e-01,-6.857957747e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YEL052W,16,B,24,124,PTP,2.000000000e+00,0.000000000e+00,9.910218733e-01,9.966057211e-01,3.773571652e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YEL053C,16,B,25,125,PTP,2.000000000e+00,0.000000000e+00,9.873221312e-01,9.895966272e-01,-7.911727331e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YEL054C,16,B,26,126,PTP,2.000000000e+00,0.000000000e+00,9.857733437e-01,9.886868801e-01,-8.851385280e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
BY4741,16,B,27,127,PTP,2.000000000e+00,0.000000000e+00,9.818295721e-01,9.837496065e-01,-1.004410809e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YEL056W,16,B,28,128,PTP,2.000000000e+00,0.000000000e+00,9.842180973e-01,9.859601000e-01,-6.398283046e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YEL057C,16,B,29,129,TPTP,2.000000000e+00,0.000000000e+00,9.875165475e-01,9.902221883e-01,-8.651963297e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YEL059W,16,B,30,130,TPTP,2.000000000e+00,0.000000000e+00,9.878213727e-01,9.907592854e-01,-4.709583413e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YEL060C,16,B,31,131,PTP,2.000000000e+00,0.000000000e+00,9.866868366e-01,9.884018145e-01,-6.336348672e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YEL061C,16,B,32,132,TPTTP,2.000000000e+00,0.000000000e+00,9.951639297e-01,9.980957542e-01,7.661506342e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YEL062W,16,B,33,133,TPTP,2.000000000e+00,0.000000000e+00,9.883516380e-01,9.893180751e-01,7.607205197e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YEL063C,16,B,34,134,PTP,2.000000000e+00,0.000000000e+00,9.800109348e-01,9.816596340e-01,-8.372376412e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YEL064C,16,B,35,135,PTP,2.000000000e+00,0.000000000e+00,9.846175810e-01,9.864321574e-01,-8.783873397e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YEL065W,16,B,36,136,PTP,2.000000000e+00,0.000000000e+00,9.825927414e-01,9.853334497e-01,-9.697689085e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YEL066W,16,B,37,137,PTP,2.000000000e+00,0.000000000e+00,9.824520974e-01,9.845507875e-01,-9.375327320e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YEL067C,16,B,38,138,PTP,2.000000000e+00,0.000000000e+00,9.816815240e-01,9.839176416e-01,-8.105419284e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
