genotype,run_no,plate_no,well_no,file_column,alphabetic_code,no_plateaus,no_mono_violations,curve_rsquared_fd,curve_rsquared_gp,final_gap_logod,plat_threshold,plat_duration,plat_distance,plat_atol,plat_rtol,tran_threshold,tran_duration,tran_distance,tran_atol,tran_rtol
YCL033C,1,A,96,96,TPTPTTPPPT,5.000000000e+00,1.000000000e+00,9.092898717e-01,9.175063992e-01,7.757372168e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YCL034W,1,A,97,97,PTTP,2.000000000e+00,0.000000000e+00,9.977085121e-01,9.982045165e-01,6.407338026e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YCL036W,1,A,98,98,PTP,2.000000000e+00,0.000000000e+00,9.852910961e-01,9.876161852e-01,-1.517926363e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YCL037C,1,A,99,99,TPTP,2.000000000e+00,0.000000000e+00,9.771418581e-01,9.783435769e-01,-1.062433754e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YCL038C,1,A,100,100,PTTP,2.000000000e+00,0.000000000e+00,9.972977777e-01,9.975200963e-01,-1.047626068e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL068C,1,B,1,101,PTP,2.000000000e+00,0.000000000e+00,9.835128466e-01,9.855737125e-01,-8.929884092e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL067C,1,B,2,102,PTTP,2.000000000e+00,0.000000000e+00,9.963241066e-01,9.972770786e-01,-1.685658644e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL066W,1,B,3,103,PTTP,2.000000000e+00,0.000000000e+00,9.960716455e-01,9.969406126e-01,-7.980833635e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL065C,1,B,4,104,PTP,2.000000000e+00,0.000000000e+00,9.912704177e-01,9.945107224e-01,-5.565407305e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
BY4741,1,B,5,105,PTP,2.000000000e+00,0.000000000e+00,9.856507893e-01,9.879740924e-01,-1.402187149e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL062W,1,B,6,106,PTP,2.000000000e+00,0.000000000e+00,9.903603431e-01,9.927410089e-01,-8.374819804e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL061W,1,B,7,107,PTP,2.000000000e+00,0.000000000e+00,9.940558512e-01,9.957650495e-01,-2.584575670e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL060W,1,B,8,108,PTTP,2.000000000e+00,0.000000000e+00,9.967091859e-01,9.972608298e-01,2.097634847e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL059W,1,B,9,109,PTTP,2.000000000e+00,0.000000000e+00,9.955694792e-01,9.972166162e-01,6.803029511e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL058W,1,B,10,110,PTTP,2.000000000e+00,0.000000000e+00,9.929375643e-01,9.943682608e-01,-6.773230841e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL056W,1,B,11,111,PTP,2.000000000e+00,0.000000000e+00,9.874708645e-01,9.906228842e-01,-1.133371021e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL055W,1,B,12,112,PTTP,2.000000000e+00,0.000000000e+00,9.952913838e-01,9.972897325e-01,5.533841002e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL053W,1,B,13,113,PTP,2.000000000e+00,0.000000000e+00,9.890823968e-01,9.929990774e-01,-8.231917111e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL051W,1,B,14,114,PTTP,2.000000000e+00,0.000000000e+00,9.970270613e-01,9.975367379e-01,1.692991896e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL049C,1,B,15,115,PTTP,2.000000000e+00,0.000000000e+00,9.972078907e-01,9.975216295e-01,5.665684381e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL048C,1,B,16,116,PTTP,2.000000000e+00,0.000000000e+00,9.979179331e-01,9.983513409e-01,-8.444912316e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL046C,1,B,17,117,PTP,2.000000000e+00,0.000000000e+00,9.845599050e-01,9.857862680e-01,-8.503416312e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL045C,1,B,18,118,PTTP,2.000000000e+00,0.000000000e+00,9.973219474e-01,9.977701184e-01,1.188025800e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL044C,1,B,19,119,PTTP,2.000000000e+00,0.000000000e+00,9.936914674e-01,9.954056354e-01,-6.367936294e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL042W,1,B,20,120,PTTP,2.000000000e+00,0.000000000e+00,9.976728150e-01,9.982736459e-01,1.580034120e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL043C-A,1,B,21,121,PTTP,2.000000000e+00,0.000000000e+00,9.968757896e-01,9.977200811e-01,-1.445384103e-05,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL040C,1,B,22,122,PTP,2.000000000e+00,0.000000000e+00,9.861884206e-01,9.884394032e-01,-4.467497169e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL039C,1,B,23,123,PTP,2.000000000e+00,0.000000000e+00,9.897601116e-01,9.930649344e-01,-7.540280494e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL037W,1,B,24,124,PTTP,2.000000000e+00,0.000000000e+00,9.955171492e-01,9.977591127e-01,2.020911184e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL036C,1,B,25,125,PTTP,2.000000000e+00,0.000000000e+00,9.968434976e-01,9.973595613e-01,1.493069339e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL035W,1,B,26,126,PTTP,2.000000000e+00,0.000000000e+00,9.974349936e-01,9.975177166e-01,3.718802235e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
BY4741,1,B,27,127,PTTP,2.000000000e+00,0.000000000e+00,9.972518776e-01,9.975358236e-01,7.875824164e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL034C,1,B,28,128,PTTP,2.000000000e+00,0.000000000e+00,9.970092278e-01,9.975857211e-01,1.234109187e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL031C,1,B,29,129,PTTP,2.000000000e+00,0.000000000e+00,9.971937842e-01,9.974003960e-01,2.129091118e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL030W,1,B,30,130,PTTP,2.000000000e+00,0.000000000e+00,9.969689574e-01,9.975783885e-01,-8.698937306e-04,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL029C,1,B,31,131,PTP,2.000000000e+00,0.000000000e+00,9.756494724e-01,9.778226781e-01,-4.782840152e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL028W,1,B,32,132,PTTP,2.000000000e+00,0.000000000e+00,9.967535490e-01,9.973654420e-01,3.757363272e-04,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL027W,1,B,33,133,PTTP,2.000000000e+00,0.000000000e+00,9.970029770e-01,9.973099401e-01,6.052646116e-04,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL026C,1,B,34,134,PTP,2.000000000e+00,0.000000000e+00,9.908717535e-01,9.920475452e-01,-5.067476495e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL023C,1,B,35,135,PTP,2.000000000e+00,0.000000000e+00,9.879648261e-01,9.884312382e-01,-8.868492228e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL022C,1,B,36,136,PTTP,2.000000000e+00,0.000000000e+00,9.973587161e-01,9.975139667e-01,-3.942459659e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL021C,1,B,37,137,PTTP,2.000000000e+00,0.000000000e+00,9.967261263e-01,9.973226443e-01,-3.961465677e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL020C,1,B,38,138,PTTP,2.000000000e+00,0.000000000e+00,9.976861516e-01,9.981849381e-01,1.008145648e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL019W,1,B,39,139,PTTP,2.000000000e+00,0.000000000e+00,9.965103363e-01,9.970525607e-01,3.464803393e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL018C,1,B,40,140,PTTP,2.000000000e+00,0.000000000e+00,9.966837607e-01,9.983160842e-01,-8.320806444e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL017W,1,B,41,141,TPTP,2.000000000e+00,0.000000000e+00,9.886136797e-01,9.900019409e-01,-1.025033973e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL014C,1,B,43,143,PTTP,2.000000000e+00,0.000000000e+00,9.966995756e-01,9.971310917e-01,6.792908613e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL011W,1,B,45,145,PTTP,2.000000000e+00,0.000000000e+00,9.978871425e-01,9.979830444e-01,-8.734838196e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL009W,1,B,47,147,TPTTP,2.000000000e+00,0.000000000e+00,9.895292920e-01,9.934731478e-01,-3.392176065e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL008W,1,B,48,148,PTTTP,2.000000000e+00,0.000000000e+00,9.971793422e-01,9.992079721e-01,-2.830699978e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL007C,1,B,49,149,PTTP,2.000000000e+00,0.000000000e+00,9.968089395e-01,9.973024731e-01,-1.679373495e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL004W,1,B,50,150,PTP,2.000000000e+00,0.000000000e+00,9.911935186e-01,9.949642699e-01,-1.425920741e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAL002W,1,B,52,152,PTP,2.000000000e+00,0.000000000e+00,9.867639469e-01,9.885815897e-01,-8.131576306e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAR002W,1,B,53,153,PTTP,2.000000000e+00,0.000000000e+00,9.967947056e-01,9.992779916e-01,-2.574973945e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAR003W,1,B,54,154,PTP,2.000000000e+00,0.000000000e+00,9.858340891e-01,9.871025694e-01,3.310684106e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAR015W,1,B,56,156,PTTP,2.000000000e+00,0.000000000e+00,9.966538599e-01,9.970261189e-01,2.635207857e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAR020C,1,B,58,158,PTTP,2.000000000e+00,0.000000000e+00,9.968765938e-01,9.975235480e-01,1.446171490e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAR023C,1,B,59,159,PTP,2.000000000e+00,0.000000000e+00,9.722332854e-01,9.816547859e-01,-6.599458307e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAR027W,1,B,60,160,TPTP,2.000000000e+00,0.000000000e+00,9.763505731e-01,9.809939559e-01,-1.161409873e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAR028W,1,B,61,161,PTTP,2.000000000e+00,0.000000000e+00,9.961352134e-01,9.973686530e-01,-6.739129342e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAR029W,1,B,62,162,PTP,2.000000000e+00,0.000000000e+00,9.936998431e-01,9.954261459e-01,-2.603442410e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAR031W,1,B,63,163,PTTP,2.000000000e+00,0.000000000e+00,9.971405997e-01,9.972875381e-01,-7.206803864e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAR030C,1,B,64,164,PTP,2.000000000e+00,0.000000000e+00,9.841653017e-01,9.891998593e-01,-1.248601223e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAR035W,1,B,65,165,PTTP,2.000000000e+00,0.000000000e+00,9.971128228e-01,9.972131180e-01,-1.419906162e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAR037W,1,B,66,166,PTP,2.000000000e+00,0.000000000e+00,9.914811960e-01,9.934163935e-01,-7.526727922e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAR040C,1,B,67,167,PTTP,2.000000000e+00,0.000000000e+00,9.966369329e-01,9.971271517e-01,-1.423012537e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAR042W,1,B,68,168,PTTP,2.000000000e+00,0.000000000e+00,9.968164765e-01,9.972496638e-01,9.918235868e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAR043C,1,B,69,169,PTP,2.000000000e+00,0.000000000e+00,9.874044375e-01,9.894666500e-01,-1.285933007e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAR044W,1,B,70,170,PTTP,2.000000000e+00,0.000000000e+00,9.966660403e-01,9.978590280e-01,-1.079317403e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
BY4741,1,B,71,171,PTTP,2.000000000e+00,0.000000000e+00,9.969219072e-01,9.977720383e-01,1.301382406e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YAR047C,1,B,72,172,PTTP,2.000000000e+00,0.000000000e+00,9.886412919e-01,9.974125411e-01,-3.945589535e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YCL001W,1,B,73,173,PTTP,2.000000000e+00,0.000000000e+00,9.971723613e-01,9.976602160e-01,-1.307248900e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YCL002C,1,B,74,174,PTP,2.000000000e+00,0.000000000e+00,9.870152754e-01,9.892195725e-01,-1.299098320e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YCL005W,1,B,75,175,PTP,2.000000000e+00,0.000000000e+00,9.877053794e-01,9.888030305e-01,-3.717729870e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YCL006C,1,B,76,176,PTTP,2.000000000e+00,0.000000000e+00,9.970080243e-01,9.976815474e-01,-5.091161536e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YCL007C,1,B,77,177,PTTP,2.000000000e+00,0.000000000e+00,9.961872290e-01,9.974796381e-01,2.975211879e-03,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YCL008C,1,B,78,178,TPTP,2.000000000e+00,0.000000000e+00,9.842090353e-01,9.880175829e-01,-1.038517679e-01,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YCL009C,1,B,79,179,PTP,2.000000000e+00,0.000000000e+00,9.846569306e-01,9.871135270e-01,-6.047114514e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YCL010C,1,B,80,180,PTP,2.000000000e+00,0.000000000e+00,9.884470167e-01,9.916377721e-01,-8.718910334e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YCL011C,1,B,81,181,PTTP,2.000000000e+00,0.000000000e+00,9.973012356e-01,9.977318795e-01,-6.486357151e-04,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
YCL012W,1,B,82,182,PTPT,2.000000000e+00,0.000000000e+00,9.942246350e-01,9.968548267e-01,-1.447865740e-02,2.000000000e-06,5.000000000e+02,4.000000000e+02,1.000000000e-03,2.500000000e-01,1.000000000e-08,1.000000000e+02,2.000000000e+02,1.000000000e-05,3.000000000e-01
